Duration "Trip Route" Passholder Sample1 Sample2
105 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
40 "Round Trip" "Monthly Pass" "" ""
104 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Flex Pass" "" ""
10 "One Way" Walk-up "" ""
38 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
28 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
44 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
204 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
53 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
40 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
23 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Annual Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
30 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
29 "One Way" Walk-up "" ""
65 "Round Trip" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
15 "Round Trip" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
22 "One Way" Walk-up "" ""
61 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
37 "One Way" "Monthly Pass" "" ""
1 "Round Trip" Walk-up "" ""
59 "Round Trip" Walk-up "" ""
3 "One Way" "Flex Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
35 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
56 "Round Trip" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
32 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
50 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
47 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
40 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
198 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
43 "One Way" Walk-up "" ""
1290 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
42 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
26 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
46 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
43 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
21 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
17 "One Way" Walk-up "" ""
17 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
2 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" "Flex Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
15 "Round Trip" Walk-up "" ""
66 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
44 "Round Trip" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
25 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
64 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
185 "One Way" Walk-up "" ""
183 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
62 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
16 "One Way" "One Day Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
44 "One Way" Walk-up "" ""
17 "One Way" Walk-up "" ""
29 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
27 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
16 "One Way" "One Day Pass" "" ""
5 "Round Trip" "Monthly Pass" "" ""
46 "One Way" Walk-up "" ""
25 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
28 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
41 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
24 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
20 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
19 "Round Trip" Walk-up "" ""
18 "Round Trip" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
49 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
48 "One Way" Walk-up "" ""
24 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
20 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
23 "Round Trip" Walk-up "" ""
3 "Round Trip" Walk-up "" ""
5 "One Way" Walk-up "" ""
20 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
34 "Round Trip" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
33 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
1205 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
14 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
13 "Round Trip" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "Round Trip" "Monthly Pass" "" ""
33 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
33 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
31 "Round Trip" Walk-up "" ""
29 "Round Trip" Walk-up "" ""
28 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
19 "One Way" Walk-up "" ""
58 "One Way" "Monthly Pass" "" ""
19 "Round Trip" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
48 "One Way" "Monthly Pass" "" ""
34 "One Way" Walk-up "" ""
33 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
2 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
37 "Round Trip" Walk-up "" ""
36 "Round Trip" Walk-up "" ""
126 "Round Trip" Walk-up "" ""
7 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
4 "One Way" Walk-up "" ""
108 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
51 "Round Trip" Walk-up "" ""
6 "One Way" Walk-up "" ""
2 "Round Trip" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
31 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
73 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
41 "One Way" "Annual Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
33 "One Way" Walk-up "" ""
42 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
20 "Round Trip" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
79 "One Way" Walk-up "" ""
20 "One Way" Walk-up "" ""
1440 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
17 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Annual Pass" "" ""
13 "One Way" "One Day Pass" "" ""
6 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
1440 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
911 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
1146 "Round Trip" Walk-up "" ""
12 "One Way" Walk-up "" ""
1440 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
47 "One Way" "Monthly Pass" "" ""
82 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
67 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
34 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
36 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
24 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
21 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
969 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
25 "Round Trip" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
25 "One Way" Walk-up "" ""
24 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
27 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
22 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
9 "One Way" "Annual Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
51 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
19 "One Way" Walk-up "" ""
36 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
27 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
9 "Round Trip" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
31 "Round Trip" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
3 "One Way" "Flex Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
63 "One Way" Walk-up "" ""
63 "One Way" Walk-up "" ""
30 "Round Trip" Walk-up "" ""
90 "Round Trip" Walk-up "" ""
90 "Round Trip" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
28 "Round Trip" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
27 "Round Trip" Walk-up "" ""
25 "Round Trip" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
48 "One Way" Walk-up "" ""
47 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
7 "Round Trip" "Monthly Pass" "" ""
94 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
93 "Round Trip" Walk-up "" ""
7 "One Way" "Annual Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
170 "Round Trip" Walk-up "" ""
5 "One Way" "Annual Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
22 "One Way" Walk-up "" ""
59 "One Way" Walk-up "" ""
162 "Round Trip" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
20 "Round Trip" "Monthly Pass" "" ""
121 "Round Trip" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
87 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
51 "One Way" Walk-up "" ""
55 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
111 "One Way" Walk-up "" ""
110 "One Way" Walk-up "" ""
33 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
5 "One Way" "Annual Pass" "" ""
49 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
48 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
21 "One Way" Walk-up "" ""
30 "One Way" Walk-up "" ""
40 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
149 "Round Trip" Walk-up "" ""
15 "Round Trip" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
138 "Round Trip" Walk-up "" ""
25 "One Way" "One Day Pass" "" ""
11 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
39 "One Way" Walk-up "" ""
39 "One Way" Walk-up "" ""
9 "Round Trip" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
37 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
33 "One Way" Walk-up "" ""
174 "One Way" Walk-up "" ""
32 "One Way" Walk-up "" ""
174 "One Way" Walk-up "" ""
20 "One Way" "Monthly Pass" "" ""
171 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
47 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
46 "One Way" Walk-up "" ""
46 "Round Trip" Walk-up "" ""
104 "One Way" Walk-up "" ""
103 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
55 "Round Trip" Walk-up "" ""
16 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
29 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
1 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
1 "Round Trip" Walk-up "" ""
7 "Round Trip" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
1 "One Way" "Monthly Pass" "" ""
49 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
47 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
64 "One Way" Walk-up "" ""
6 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
27 "Round Trip" Walk-up "" ""
62 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
26 "Round Trip" Walk-up "" ""
56 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
56 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
542 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
55 "One Way" Walk-up "" ""
55 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
95 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
23 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
34 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
79 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
1440 "One Way" Walk-up "" ""
14 "One Way" Walk-up "" ""
95 "One Way" Walk-up "" ""
93 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
20 "One Way" "One Day Pass" "" ""
21 "One Way" "One Day Pass" "" ""
21 "One Way" "One Day Pass" "" ""
30 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
81 "One Way" Walk-up "" ""
14 "Round Trip" Walk-up "" ""
73 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
7 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
21 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
62 "Round Trip" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
16 "One Way" "One Day Pass" "" ""
10 "One Way" Walk-up "" ""
26 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
