"Trip.Seconds" Fare "Payment.Type"
540 7.25 Cash
300 6.25 Cash
1200 15 "Credit Card"
1140 12 Cash
222 5.25 Cash
420 6 "Credit Card"
480 8.25 "Credit Card"
2400 21 Cash
720 8.5 Cash
1740 20.5 "Credit Card"
660 9.5 "Credit Card"
3900 46.5 "Credit Card"
1980 21.5 Cash
540 7 Cash
480 5.75 Cash
960 10.5 Cash
1320 11.5 Cash
360 7.75 Cash
360 5.25 Cash
514 7.75 "Credit Card"
3463 43.25 Cash
420 6.5 "Credit Card"
3533 45.75 Cash
3780 33.5 "Credit Card"
1140 24.75 "Credit Card"
3540 42.75 "Credit Card"
1620 15 Cash
180 4.25 Cash
1080 13.75 "Credit Card"
300 5.5 "Credit Card"
540 7.75 "Credit Card"
2760 34.25 "Credit Card"
420 6.25 "Credit Card"
1380 13 Cash
362 10.5 "Credit Card"
60 3.25 Cash
3000 30.25 "Credit Card"
600 7.25 Cash
1500 23 Cash
300 5.5 Cash
660 8.5 Cash
1020 18.25 Cash
3900 47.75 "Credit Card"
600 7.75 Cash
1560 15.75 Cash
720 10 "Credit Card"
480 6.75 Cash
480 6.75 Cash
660 7.75 "Credit Card"
3540 45.75 "Credit Card"
540 8.75 Cash
3060 38.25 "Credit Card"
900 9 Cash
540 8 "Credit Card"
540 6.75 "Credit Card"
3480 47.25 "Credit Card"
180 4.5 "Credit Card"
840 10.75 "Credit Card"
2340 36 Cash
540 6.75 Cash
300 5.25 "Credit Card"
420 6.5 "Credit Card"
2280 23.25 "Credit Card"
540 6.75 "Credit Card"
1200 14.75 Cash
1920 26 Cash
540 7 "Credit Card"
1140 13.25 Cash
660 8.25 "Credit Card"
240 5.25 Cash
2340 25.5 Cash
120 4 "Credit Card"
1440 15.75 "Credit Card"
240 5.75 "Credit Card"
540 8 "Credit Card"
480 6.5 "Credit Card"
452 7 "Credit Card"
600 7.25 Cash
780 8 Cash
716 8.75 Cash
689 8.75 Cash
1140 12.5 "Credit Card"
647 9 Cash
490 6.75 Cash
2880 30.75 "Credit Card"
1560 34.25 Cash
1680 20.75 Cash
480 7.25 "Credit Card"
346 5.75 "Credit Card"
300 6 Cash
174 4.5 Cash
240 5.5 Cash
780 11.75 "Credit Card"
736 9.25 "Credit Card"
540 8.25 "Credit Card"
660 8.75 Cash
553 8 "Credit Card"
743 9.75 "Credit Card"
360 6 "Credit Card"
2580 23 "Credit Card"
360 6 Cash
180 4.75 "Credit Card"
600 8.75 "Credit Card"
3504 50.25 Cash
360 6 Cash
480 7.25 Cash
522 7.75 Cash
2192 21.25 Cash
3600 44.5 "Credit Card"
1070 12.75 Cash
300 5.75 Cash
420 6 "Credit Card"
3480 45.25 "Credit Card"
540 7.25 Cash
1500 21.5 "Credit Card"
180 5 Cash
660 9.5 Cash
1140 14.5 Cash
420 6.5 Cash
240 5 Cash
60 4 Cash
780 9.5 "Credit Card"
480 7 "Credit Card"
300 5.25 Cash
658 9.5 "Credit Card"
720 8.5 Cash
780 10.25 "Credit Card"
2700 32.75 "Credit Card"
2820 45.25 "Credit Card"
298 5.25 "Credit Card"
480 8.25 Cash
420 7 Cash
133 17.5 Cash
480 7.5 "Credit Card"
420 6.25 "Credit Card"
240 5.25 Cash
840 9.75 Cash
600 7.25 "Credit Card"
780 9.5 "Credit Card"
300 5.75 "Credit Card"
780 13.75 "Credit Card"
10 3.25 Cash
240 5.5 Cash
660 9 Cash
480 7 Cash
1740 14 Cash
313 5.5 "Credit Card"
900 16.75 "Credit Card"
4080 47.5 "Credit Card"
3120 46.75 "Credit Card"
600 8 Cash
660 7.75 "Credit Card"
1260 12.75 Cash
600 9.25 Cash
540 7 "Credit Card"
780 9.75 Cash
720 10.75 Cash
60 3.25 Cash
1740 28 "Credit Card"
300 5.25 "Credit Card"
600 9.75 "Credit Card"
420 5.75 Cash
3060 26.25 "Credit Card"
480 7.75 "Credit Card"
1020 15 Cash
420 7 Cash
840 9.5 Cash
1860 23.25 Cash
3840 46.5 "Credit Card"
420 7.75 "Credit Card"
360 5.75 Cash
840 8.75 "Credit Card"
1860 28.25 "Credit Card"
360 6.75 Cash
720 10.75 "Credit Card"
4200 48 "Credit Card"
420 8 Cash
2280 23 Cash
240 5.25 "Credit Card"
420 7.25 "Credit Card"
592 7.5 Cash
300 5.25 "Credit Card"
660 8.5 Cash
1533 32 "Credit Card"
1260 28.5 "Credit Card"
300 5.75 "Credit Card"
240 4.75 Cash
3720 44.75 "Credit Card"
817 10 Cash
480 6.5 Cash
360 6.5 Cash
829 8.25 "Credit Card"
480 7.25 "Credit Card"
2640 42.25 "Credit Card"
809 9 Cash
600 9.75 Cash
336 6.25 Cash
300 5.25 Cash
1980 35.25 "Credit Card"
480 6.75 Cash
540 6.5 Cash
3420 44.25 "Credit Card"
840 9.5 Cash
407 6 Cash
720 8.25 Cash
1320 21.75 Cash
660 10.75 Cash
720 8.5 "Credit Card"
503 7 "Credit Card"
1740 45.5 "Credit Card"
600 8.5 Cash
342 5.75 Cash
679 9.25 Cash
1020 10.25 Cash
780 9 Cash
420 6.75 "Credit Card"
900 12.5 Cash
420 7 Cash
420 6.25 "Credit Card"
1046 18.25 "Credit Card"
420 6.25 "Credit Card"
4080 45.5 "Credit Card"
240 5.25 "Credit Card"
240 5 "Credit Card"
900 9.75 "Credit Card"
300 5.75 "Credit Card"
900 9.75 "Credit Card"
1724 31.25 "Credit Card"
840 12.75 Cash
300 5.25 Cash
729 9.25 "Credit Card"
780 10.25 Cash
300 5 Cash
600 7.75 Cash
1020 15.5 Cash
6180 42.75 Cash
900 18 "Credit Card"
1320 17 "Credit Card"
720 7.75 Cash
360 5.5 "Credit Card"
780 9.75 Cash
600 8 Cash
780 11 Cash
720 8.25 "Credit Card"
3600 33.75 Cash
3900 45 "Credit Card"
16 3.25 Cash
334 5.25 Cash
240 5 "Credit Card"
540 7.25 "Credit Card"
1260 23 "Credit Card"
1380 16.75 "Credit Card"
600 11 "Credit Card"
3780 46.25 "Credit Card"
1200 15.5 Cash
600 8.75 Cash
1215 22 Cash
1800 17.5 "Credit Card"
360 6.5 Cash
1500 25.5 Cash
420 6 Cash
204 5 Cash
1080 12.25 "Credit Card"
3898 47.25 "Credit Card"
960 10.5 "Credit Card"
1652 25.5 "Credit Card"
780 20.25 "Credit Card"
900 10.25 "Credit Card"
300 5.25 Cash
600 7.75 "Credit Card"
960 11.25 Cash
18 8 "Credit Card"
252 5 Cash
360 6.25 Cash
1200 12 Cash
900 10 Cash
760 8.75 Cash
621 8.5 Cash
720 8 Cash
1320 17.25 "Credit Card"
660 7.5 "Credit Card"
1408 35.25 "Credit Card"
420 7.5 Cash
600 8 Cash
360 8.5 Cash
1560 14.5 Cash
540 7.75 Cash
240 5 Cash
840 10 Cash
420 6.5 "Credit Card"
720 9.75 Cash
240 5 "Credit Card"
240 5.25 "Credit Card"
720 9.75 Cash
1980 22 "Credit Card"
480 6.75 Cash
480 7.25 Cash
1162 23.75 "Credit Card"
660 7.5 "Credit Card"
2460 35.5 Cash
420 6.75 "Credit Card"
420 7 "Credit Card"
360 6.25 Cash
552 7.5 Cash
431 7.25 "Credit Card"
960 12 "Credit Card"
550 8.75 "Credit Card"
960 10.5 Cash
300 6.25 "Credit Card"
300 5.25 "Credit Card"
660 7.75 "Credit Card"
1781 18.25 "Credit Card"
600 10.75 "Credit Card"
300 5.25 Cash
60 3.5 Cash
540 7 Cash
540 8.5 Cash
300 5.75 Cash
480 8.25 Cash
270 5 "Credit Card"
720 9.25 Cash
180 4.75 Cash
360 6.25 Cash
360 5.75 "Credit Card"
480 10.25 "Credit Card"
408 6 Cash
360 5.5 "Credit Card"
240 5 "Credit Card"
2580 43.5 "Credit Card"
540 8.5 Cash
1320 16.5 Cash
660 12.5 "Credit Card"
369 6.25 Cash
720 8.75 Cash
2640 42.5 "Credit Card"
469 7.25 "Credit Card"
2460 39 "Credit Card"
960 10.5 Cash
420 5.75 Cash
4260 50.25 Cash
600 7 Cash
795 11 Cash
480 6.75 Cash
3000 46 "Credit Card"
596 7.75 "Credit Card"
240 4.75 Cash
890 11 "Credit Card"
522 7.5 Cash
803 9 "Credit Card"
540 6.5 "Credit Card"
420 6.25 Cash
1680 32 "Credit Card"
720 10.5 Cash
600 7.75 "Credit Card"
1980 29.5 "Credit Card"
420 6.75 Cash
1080 13.75 Cash
840 9.75 Cash
480 7 "Credit Card"
660 9.25 Cash
240 5.25 "Credit Card"
2824 45.5 "Credit Card"
600 8 "Credit Card"
300 5.75 Cash
540 9.25 Cash
300 5.75 Cash
960 10.75 Cash
600 9.5 Cash
540 8.25 "Credit Card"
900 11.5 "Credit Card"
480 7.25 Cash
540 7.5 "Credit Card"
480 7.75 "Credit Card"
420 7 "Credit Card"
360 6 Cash
660 8.25 "Credit Card"
360 5.75 "Credit Card"
660 8.25 Cash
1080 15 Cash
1320 12 Cash
720 10.25 Cash
540 7.5 "Credit Card"
1500 17 "Credit Card"
1560 36.25 "Credit Card"
2220 31.25 "Credit Card"
1020 12.5 "Credit Card"
1020 14.75 Cash
600 7.75 Cash
660 8 "Credit Card"
420 6.75 "Credit Card"
540 7.25 Cash
180 4.75 Cash
600 14.25 Cash
420 6 Cash
720 8.75 Cash
1200 11.25 "Credit Card"
629 10 Cash
480 6.25 "Credit Card"
360 6.75 Cash
3780 47.5 "Credit Card"
180 5 Cash
1320 21.75 Cash
720 8.25 Cash
480 6.25 Cash
300 6.5 Cash
3000 50.5 Cash
1374 32 "Credit Card"
720 8.5 "Credit Card"
693 9 "Credit Card"
60 3.75 Cash
900 10.75 "Credit Card"
720 9 Cash
600 7.75 "Credit Card"
900 9.25 "Credit Card"
495 7 "Credit Card"
360 6.5 Cash
600 7 Cash
480 7.5 "Credit Card"
1020 11.5 "Credit Card"
300 6.25 Cash
540 7.25 Cash
1320 16.25 Cash
900 9.75 Cash
780 10.25 "Credit Card"
180 4.75 Cash
780 12.25 Cash
2760 71.75 Cash
180 4.5 Cash
2580 38 Cash
420 6 Cash
659 7.25 "Credit Card"
600 8 Cash
1740 20.25 Cash
1900 19 Cash
2700 44.25 "Credit Card"
504 7.25 Cash
426 6.25 Cash
4080 49.25 "Credit Card"
60 3.25 "Credit Card"
420 6.25 Cash
960 9.5 Cash
3600 41 "Credit Card"
840 13.25 "Credit Card"
583 7.5 Cash
480 6.75 Cash
1320 15 Cash
5820 65.25 Cash
780 12.75 Cash
720 9 "Credit Card"
3180 47.25 "Credit Card"
1167 12.25 Cash
475 7 Cash
1722 20.5 "Credit Card"
2040 35.5 "Credit Card"
420 5.75 Cash
4140 44.5 "Credit Card"
180 5 Cash
360 5.75 Cash
2340 35.25 Cash
1080 13.25 Cash
1740 24 Cash
900 10.75 "Credit Card"
3720 44.5 "Credit Card"
360 5.75 "Credit Card"
558 7.5 Cash
540 7.25 Cash
601 7.25 "Credit Card"
360 6.25 Cash
414 7 Cash
396 5.75 Cash
1380 15 "Credit Card"
240 6.5 Cash
240 4.75 Cash
600 7.25 "Credit Card"
499 6.5 "Credit Card"
2820 45.25 "Credit Card"
1320 19.5 Cash
3540 45 "Credit Card"
1380 16.75 Cash
480 6.5 Cash
554 7.25 Cash
310 5.75 Cash
180 5 Cash
432 11.25 "Credit Card"
600 7 Cash
1589 16.75 "Credit Card"
600 7.5 Cash
1207 12.25 "Credit Card"
1203 14 "Credit Card"
1320 20.5 Cash
522 6.75 Cash
780 8.75 "Credit Card"
720 14 "Credit Card"
418 8 Cash
660 7.75 "Credit Card"
660 8 "Credit Card"
463 6.5 Cash
1440 15 "Credit Card"
118 4.25 Cash
300 5.75 Cash
420 6.5 Cash
1020 12.25 "Credit Card"
1380 16.5 Cash
300 5.75 Cash
540 6.75 "Credit Card"
420 7 "Credit Card"
360 6 "Credit Card"
420 7.5 "Credit Card"
720 9.25 Cash
360 5.75 Cash
1680 14.75 "Credit Card"
487 6.75 Cash
1861 19 Cash
360 6.25 Cash
1934 18.25 Cash
540 7.25 "Credit Card"
360 6 Cash
240 5 Cash
660 8 "Credit Card"
2220 26 "Credit Card"
300 5.25 "Credit Card"
900 10.75 Cash
300 5.5 "Credit Card"
1200 14 Cash
600 7.5 "Credit Card"
420 6 "Credit Card"
420 6.25 Cash
960 10.75 Cash
60 3.25 Cash
480 9 "Credit Card"
4080 48.75 Cash
660 8.5 Cash
5 3.25 Cash
300 5.5 Cash
540 7.25 "Credit Card"
360 6.25 "Credit Card"
1140 11.75 "Credit Card"
336 5.5 Cash
1173 17.25 Cash
780 10.25 "Credit Card"
240 5.25 "Credit Card"
780 9 "Credit Card"
240 5.25 Cash
4080 47 "Credit Card"
720 10 Cash
420 6.5 Cash
720 8.5 Cash
480 7.75 Cash
300 5.5 Cash
869 10.25 Cash
420 6.5 Cash
660 7.75 Cash
540 8.5 "Credit Card"
360 6 Cash
480 6.75 Cash
780 9.25 Cash
360 6.5 "Credit Card"
1320 28.75 "Credit Card"
1680 20.5 "Credit Card"
3240 37.75 Cash
720 8.5 "Credit Card"
801 9.75 Cash
660 8.75 "Credit Card"
840 10.75 Cash
480 6.75 "Credit Card"
420 6.25 Cash
480 7 Cash
420 6.75 Cash
540 7.25 "Credit Card"
300 5 Cash
1440 28.25 Cash
720 8 "Credit Card"
1740 32.75 Cash
480 7 "Credit Card"
2354 24 "Credit Card"
420 6.5 "Credit Card"
600 8.25 "Credit Card"
600 8 "Credit Card"
600 8.5 "Credit Card"
315 5.5 "Credit Card"
840 8.5 Cash
300 5.5 "Credit Card"
3840 47 "Credit Card"
3660 45 "Credit Card"
180 4.5 Cash
180 4.75 Cash
420 6.5 Cash
600 9 "Credit Card"
180 4.75 "Credit Card"
360 5.75 "Credit Card"
420 6.75 "Credit Card"
240 4.75 Cash
840 10.25 Cash
600 7 Cash
780 10 Cash
480 6.75 "Credit Card"
1260 37.5 Cash
360 6.75 Cash
420 7.25 "Credit Card"
540 7 Cash
3724 46 "Credit Card"
780 10 Cash
960 12 Cash
840 15.75 "Credit Card"
660 8.5 Cash
660 9.25 Cash
120 3.75 Cash
240 5.5 "Credit Card"
1560 24.75 Cash
960 11 "Credit Card"
600 7.75 Cash
720 10.5 Cash
1020 17 Cash
1083 11.25 Cash
5400 73.5 Cash
2640 45.75 "Credit Card"
476 7.5 Cash
308 5.25 "Credit Card"
780 11.25 "Credit Card"
4320 49.25 "Credit Card"
471 7 Cash
720 8.25 "Credit Card"
607 7.25 "Credit Card"
360 5.5 Cash
840 12.5 Cash
840 10 Cash
540 7 "Credit Card"
668 7.75 Cash
600 8.25 Cash
480 10 Cash
720 9.75 "Credit Card"
557 7.75 Cash
600 7.5 "Credit Card"
900 14.5 "Credit Card"
120 4.25 Cash
2580 23.25 Cash
540 6.75 "Credit Card"
1080 11.75 Cash
420 6.75 Cash
1920 29.75 Cash
360 5.75 Cash
900 13.25 Cash
1300 18.5 Cash
600 8 Cash
660 8.25 "Credit Card"
391 6.5 "Credit Card"
1620 14.5 "Credit Card"
360 6.75 "Credit Card"
1200 14.25 Cash
720 8.25 Cash
1500 25.25 Cash
60 3.25 "Credit Card"
720 8 Cash
997 10.5 Cash
1320 14.5 "Credit Card"
300 5 Cash
1907 14.25 Cash
670 8 "Credit Card"
840 9.75 Cash
688 8.25 "Credit Card"
780 8.75 "Credit Card"
4200 48 "Credit Card"
2 4.25 Cash
240 5.75 "Credit Card"
1260 17 Cash
420 8.25 "Credit Card"
420 7.75 Cash
400 6.25 "Credit Card"
480 7 "Credit Card"
3780 55.5 Cash
360 5.75 Cash
480 7 "Credit Card"
300 6 Cash
420 6.5 Cash
1740 20.5 Cash
600 8.75 Cash
300 5 Cash
300 5.5 Cash
660 7.5 "Credit Card"
600 7.5 Cash
480 9 Cash
420 7.25 Cash
1036 11.5 Cash
2024 19.5 "Credit Card"
3120 46.25 "Credit Card"
240 5 Cash
4020 48 "Credit Card"
1680 16.25 Cash
780 10.5 Cash
300 5.25 "Credit Card"
3420 44.5 "Credit Card"
300 6 "Credit Card"
311 5.25 "Credit Card"
1500 19.75 Cash
900 11.75 Cash
600 8 "Credit Card"
600 8 "Credit Card"
660 8.5 Cash
720 9 Cash
1260 32 "Credit Card"
3960 48 "Credit Card"
813 8.75 Cash
410 5.75 Cash
3660 45.75 "Credit Card"
360 6.25 Cash
960 9.25 Cash
420 6.75 "Credit Card"
3660 45.25 "Credit Card"
600 8 "Credit Card"
3900 45.5 "Credit Card"
1620 34 "Credit Card"
660 8.25 "Credit Card"
840 9.75 "Credit Card"
540 7.75 "Credit Card"
180 4.25 Cash
660 7.75 Cash
780 9.75 "Credit Card"
3720 46 "Credit Card"
420 6 Cash
540 7.75 Cash
351 6 "Credit Card"
660 8.25 "Credit Card"
300 6 "Credit Card"
1020 12 "Credit Card"
720 10.25 "Credit Card"
705 8.5 "Credit Card"
60 4 Cash
420 6.75 Cash
420 6.25 Cash
480 8.25 Cash
420 6.5 Cash
489 6.75 Cash
151 4.25 Cash
457 6.5 "Credit Card"
346 6 Cash
660 10.75 Cash
801 8.75 Cash
480 6.75 Cash
1620 31.75 "Credit Card"
660 8.5 "Credit Card"
720 8.5 Cash
900 11.5 "Credit Card"
362 6.5 "Credit Card"
1620 19.5 Cash
456 6.5 "Credit Card"
780 8.25 Cash
780 9.5 Cash
600 7 Cash
634 9 Cash
180 4.5 "Credit Card"
4500 49.75 "Credit Card"
600 12.5 "Credit Card"
820 9 Cash
640 7.75 "Credit Card"
1176 13.5 Cash
660 9 "Credit Card"
780 9.5 "Credit Card"
300 6 Cash
300 5.25 "Credit Card"
600 8 Cash
1140 14.75 "Credit Card"
1020 12 Cash
720 9.25 "Credit Card"
720 9 "Credit Card"
3720 46.25 "Credit Card"
206 5.25 "Credit Card"
660 9.25 "Credit Card"
720 7.75 "Credit Card"
1260 11 Cash
2760 45.5 "Credit Card"
1680 44.75 "Credit Card"
660 9.75 "Credit Card"
390 8.5 Cash
720 9.5 "Credit Card"
701 7.75 "Credit Card"
442 7 Cash
3660 44.25 "Credit Card"
300 6 Cash
240 5.5 Cash
3960 47.75 "Credit Card"
480 7.25 Cash
720 9.5 Cash
420 11 "Credit Card"
840 9.75 "Credit Card"
240 5.5 "Credit Card"
660 8 "Credit Card"
1080 17.25 "Credit Card"
2100 53.25 Cash
928 11.75 "Credit Card"
1080 16 Cash
840 11.25 Cash
720 9 Cash
120 4.25 Cash
3006 46.75 "Credit Card"
300 5.5 "Credit Card"
480 6.25 Cash
720 9 Cash
60 3.75 Cash
3480 44.75 "Credit Card"
480 7 Cash
780 14 "Credit Card"
960 11.75 "Credit Card"
840 9.75 "Credit Card"
720 9.25 Cash
300 5.75 Cash
540 7.5 Cash
164 4.25 Cash
120 5.25 Cash
300 5.25 Cash
666 7.75 "Credit Card"
900 9.5 "Credit Card"
960 10.25 "Credit Card"
780 10.25 "Credit Card"
1937 22.75 "Credit Card"
480 6.75 Cash
53 3.5 "Credit Card"
798 9.25 "Credit Card"
420 7 "Credit Card"
660 9 Cash
600 8.25 "Credit Card"
2340 21 Cash
1200 13.25 Cash
3900 48.5 "Credit Card"
4320 51 Cash
1020 10.75 Cash
360 6.5 "Credit Card"
1620 43.5 "Credit Card"
794 10.5 "Credit Card"
1380 27.5 "Credit Card"
696 7.75 "Credit Card"
540 7.5 Cash
4140 46.75 "Credit Card"
240 5.25 Cash
660 9 Cash
600 9 Cash
300 6.25 "Credit Card"
1380 17.75 Cash
360 6 Cash
1560 19.25 "Credit Card"
1111 11 "Credit Card"
1320 12 Cash
713 10.5 "Credit Card"
3420 44 "Credit Card"
420 6.75 "Credit Card"
1140 13.25 "Credit Card"
245 5 "Credit Card"
542 7.5 Cash
240 5.5 Cash
1200 13 "Credit Card"
1705 23.75 Cash
3240 39.5 "Credit Card"
360 6 Cash
1140 12 Cash
780 9.5 "Credit Card"
420 6.5 "Credit Card"
300 5.75 Cash
540 9 "Credit Card"
840 9.5 "Credit Card"
600 8.5 "Credit Card"
1020 11.75 "Credit Card"
3005 40 Cash
1860 23.25 "Credit Card"
780 11.25 "Credit Card"
540 8.5 Cash
420 7.75 Cash
900 11 Cash
120 4.5 Cash
420 6 Cash
540 7.5 Cash
240 5 Cash
960 10.25 Cash
780 9 "Credit Card"
540 7.5 Cash
300 5.25 "Credit Card"
300 5.5 Cash
480 6.5 "Credit Card"
1860 17 "Credit Card"
240 5 Cash
1426 9.5 "Credit Card"
3660 40.5 "Credit Card"
780 10.75 Cash
2520 29.25 Cash
60 3.25 Cash
2040 35.75 Cash
538 6.75 "Credit Card"
1500 19.75 "Credit Card"
240 5.5 Cash
1680 47.5 "Credit Card"
393 5.75 Cash
509 7 Cash
761 8.5 Cash
300 5 Cash
446 6.75 Cash
480 6.75 "Credit Card"
480 9 "Credit Card"
480 8.75 Cash
300 5.25 Cash
120 4.75 Cash
120 4.25 Cash
4140 47.75 Cash
830 8.5 "Credit Card"
1140 15.25 "Credit Card"
1500 14 "Credit Card"
609 7.25 "Credit Card"
480 7 Cash
1200 15.25 "Credit Card"
680 7.75 Cash
600 14.25 "Credit Card"
780 13.5 "Credit Card"
1200 23.25 Cash
299 6 Cash
492 7.25 Cash
600 7.75 Cash
600 8 "Credit Card"
988 10.25 "Credit Card"
2580 36.25 Cash
360 7.25 "Credit Card"
540 7.5 Cash
240 4.75 Cash
540 7 "Credit Card"
480 7.25 "Credit Card"
452 7.5 "Credit Card"
600 8 Cash
4320 46.75 "Credit Card"
960 10.25 Cash
1080 12.75 "Credit Card"
240 5.25 Cash
660 7.5 Cash
360 5.75 Cash
600 7.75 Cash
877 10.5 "Credit Card"
1020 10.5 "Credit Card"
600 9.5 Cash
1200 20.25 Cash
480 7.75 "Credit Card"
1020 29.5 "Credit Card"
540 7.25 Cash
422 6.5 "Credit Card"
300 5.25 "Credit Card"
1500 23.75 Cash
240 5.5 Cash
420 10.75 "Credit Card"
583 7 Cash
856 10 "Credit Card"
180 4.5 Cash
540 7.5 "Credit Card"
660 7.75 Cash
360 5.75 "Credit Card"
120 5.5 Cash
660 8 Cash
600 6.75 "Credit Card"
1080 12 Cash
1260 23.25 "Credit Card"
840 11 "Credit Card"
480 7.25 "Credit Card"
773 8.5 Cash
420 34.75 Cash
2700 45.25 "Credit Card"
515 7.75 "Credit Card"
420 6.25 Cash
186 4.75 "Credit Card"
1860 24.25 Cash
324 5.75 Cash
300 5.25 "Credit Card"
900 9.25 Cash
442 7.25 "Credit Card"
900 11 Cash
1560 15.75 Cash
1140 11.5 Cash
1080 10.75 Cash
634 8 Cash
60 3.25 Cash
420 5.75 Cash
420 6.5 "Credit Card"
360 6 "Credit Card"
480 6.75 "Credit Card"
900 14 Cash
540 7.75 "Credit Card"
420 7.25 Cash
3895 47.25 Cash
571 7.75 Cash
1080 11.75 "Credit Card"
900 13.5 Cash
508 8 Cash
2639 45.5 Cash
1080 13 Cash
3060 35 "Credit Card"
300 5.25 "Credit Card"
1260 16 "Credit Card"
960 13 "Credit Card"
300 5.5 Cash
480 6.75 "Credit Card"
480 6.5 "Credit Card"
1380 18.5 Cash
1020 11.5 Cash
420 6.75 "Credit Card"
1080 12.25 Cash
480 6.75 Cash
420 5.5 "Credit Card"
300 5.25 "Credit Card"
2040 36.5 "Credit Card"
840 10.25 Cash
3815 47.75 "Credit Card"
660 10 "Credit Card"
420 6.5 "Credit Card"
180 5 Cash
346 5.75 "Credit Card"
552 7.75 Cash
300 5.75 "Credit Card"
300 5.5 Cash
420 7 "Credit Card"
540 8.25 "Credit Card"
840 10 Cash
431 6.75 Cash
240 4.75 Cash
1320 19.5 Cash
1680 24.25 "Credit Card"
660 8.25 Cash
480 6.75 Cash
3633 47.25 Cash
360 5.25 Cash
480 6.75 Cash
300 4.5 Cash
2790 44.25 "Credit Card"
540 6.5 "Credit Card"
595 8.5 Cash
927 10 Cash
360 6 "Credit Card"
2310 20.75 "Credit Card"
360 5.5 "Credit Card"
769 9.25 "Credit Card"
1 6.5 Cash
4093 12.75 Cash
393 6.25 Cash
720 8.5 Cash
600 9.5 Cash
2880 44 Cash
666 8.5 Cash
540 7.25 Cash
300 5.25 Cash
571 6.75 Cash
300 5.25 Cash
600 8 "Credit Card"
360 6.5 Cash
660 9 Cash
720 9 Cash
420 6.25 "Credit Card"
600 8.25 "Credit Card"
120 4.75 Cash
360 6 Cash
480 6.25 "Credit Card"
900 20.75 Cash
1020 11 Cash
1440 18 "Credit Card"
540 7.5 Cash
420 6.25 Cash
900 11 Cash
1620 47.25 "Credit Card"
2760 43.75 "Credit Card"
300 5.75 Cash
660 11 Cash
721 8.25 Cash
1560 16.75 "Credit Card"
706 9.25 Cash
1020 9.25 Cash
360 5.75 "Credit Card"
660 8 Cash
720 12.75 Cash
300 5.75 "Credit Card"
2340 37.5 Cash
163 4.5 "Credit Card"
959 9.75 "Credit Card"
180 4.75 Cash
240 5 Cash
660 8.5 "Credit Card"
240 5.25 "Credit Card"
840 9.5 Cash
660 8.25 "Credit Card"
780 9.5 Cash
480 7.5 "Credit Card"
4260 65.5 "Credit Card"
3780 73.75 "Credit Card"
660 8.25 Cash
300 6 Cash
600 8.25 "Credit Card"
840 10.75 Cash
480 6.5 Cash
660 11.25 "Credit Card"
240 5 "Credit Card"
660 10.5 "Credit Card"
480 7.5 Cash
360 6 Cash
480 7.5 "Credit Card"
3240 71 "Credit Card"
924 11.25 "Credit Card"
420 5.75 "Credit Card"
540 7.75 Cash
240 5 Cash
360 6 Cash
580 7 Cash
360 6 "Credit Card"
1380 18.5 "Credit Card"
780 10.25 Cash
3540 47 "Credit Card"
480 7.25 Cash
840 9.5 "Credit Card"
360 6 "Credit Card"
960 28.56 Cash
1980 30.5 Cash
3544 46.5 "Credit Card"
2700 69.75 Cash
360 6 Cash
1680 25.25 "Credit Card"
840 9 Cash
3780 47 "Credit Card"
360 6.75 "Credit Card"
720 9.75 Cash
180 4.75 Cash
960 14.25 Cash
960 11 Cash
4020 45.5 Cash
360 6 Cash
840 16.25 "Credit Card"
965 10 "Credit Card"
780 21 "Credit Card"
600 9 Cash
420 6.75 Cash
180 5.5 "Credit Card"
540 8.25 "Credit Card"
420 6.5 Cash
2921 48 Cash
300 5 "Credit Card"
900 9.5 "Credit Card"
3780 46.5 "Credit Card"
1740 24 "Credit Card"
600 7.5 "Credit Card"
920 10.5 Cash
240 4.75 Cash
720 10.5 Cash
1800 24.25 "Credit Card"
2520 22.25 "Credit Card"
1680 14.5 Cash
420 7.5 "Credit Card"
840 9.5 Cash
755 9.25 Cash
724 9.25 Cash
180 5 "Credit Card"
600 8.75 Cash
3000 86.25 Cash
420 6.75 Cash
682 8.25 "Credit Card"
960 12.5 Cash
4140 49 "Credit Card"
720 9.25 "Credit Card"
1260 18 Cash
2880 45.5 "Credit Card"
1020 12.25 "Credit Card"
357 6.25 "Credit Card"
960 9.5 Cash
300 5.75 Cash
1200 18.75 "Credit Card"
85 4 "Credit Card"
180 5 Cash
300 5.25 Cash
180 5.25 Cash
480 7.25 "Credit Card"
1920 35.75 "Credit Card"
1200 14 Cash
540 7 Cash
720 8.75 "Credit Card"
360 5.5 Cash
600 7.75 "Credit Card"
3769 46.25 "Credit Card"
300 5.25 Cash
275 5.5 "Credit Card"
360 6.5 Cash
3538 45.5 "Credit Card"
1980 20 Cash
540 7.5 Cash
3720 39.25 Cash
3360 41 "Credit Card"
300 5.75 Cash
447 7.25 Cash
1331 14.75 "Credit Card"
3720 47.25 "Credit Card"
490 6.5 "Credit Card"
240 5.25 Cash
780 9.25 "Credit Card"
900 10.75 Cash
480 8.25 Cash
240 4.75 Cash
741 8.25 Cash
720 8 "Credit Card"
120 4 Cash
1440 19 "Credit Card"
2820 80.25 Cash
3000 45 "Credit Card"
3900 43.25 "Credit Card"
480 7 "Credit Card"
660 7.5 "Credit Card"
720 13 Cash
